radius,h,l,u,cs,sig,Btot,Breg,Bord,po,pB,alphak,taue_e,tau_r,dkdc,mach no,gamma
6.25,284.8409155300135,69.57440316331056,11.148309355313723,7.677638487743518,13.536282142089682,15.003954148497185,4.605929137437285,7.447424683845996,21.015234623362332,10.40848989549413,2.5740978852866907,6.1070263349938525,22.638555726063558,3.983372406465016,1.452049269200515,8.001510341676612
6.750000000000001,306.55824180594414,70.25862978671057,11.342900835879487,7.731273762527084,13.727126187361113,14.463864206092337,3.9129145780116006,6.532304598856136,22.207556350118775,11.020055709219928,2.250262939684282,6.061287097844362,22.009000344616314,3.4404946575369206,1.4671451541216525,6.092850157078293
7.25,360.85617412654193,73.92273143931507,12.30422903329336,7.784539500432817,14.559983081636396,13.431003400559925,3.5635354207706174,5.830529494945369,21.244780202398115,9.863745385351587,1.9721634726556174,5.879127974966492,18.392958169453564,3.483105953193297,1.580598188577404,5.085875154256373
7.75,345.8120574296558,71.08653513030497,10.99307918105873,7.837443235932105,13.500863170830405,14.130014820667313,3.558051705824549,6.20094234332147,21.70901494341498,9.11798478900838,1.7756845429266148,6.327866456441677,25.139060248892267,3.7896283578942613,1.4026358915952424,5.199559163542624
8.25,354.61178688891084,69.1993972576701,10.733250772115735,7.88999225089081,13.321210525182762,14.219238648944838,3.4560528241422346,6.163359947624155,21.582846807722746,8.294610985550845,1.5256637211927273,6.3089974244057245,26.646034127231598,3.8673880164275523,1.360362650660894,4.7983139422977015
8.75,378.48216951832114,68.24118473229021,11.307726716685675,7.942193586269233,13.81821705072775,14.820275083090248,3.093925252564804,5.841593626786363,22.786455699504884,8.35930490996739,1.2965793313966096,5.905552963486777,22.770497895805377,3.3499619780105716,1.4237536007980094,3.75915363442396
9.25,389.7082298612483,66.37856361673828,11.564060259252154,7.994054053134445,14.05817875416479,15.205013898873416,2.749427530932638,5.470649486461886,24.061453299914593,8.766190138272808,1.12099185643343,5.617030978743681,20.97982768994289,2.8567341463398264,1.4465826953869445,2.9319420559419593
9.75,389.4916885906721,64.50015428100428,11.550806841434687,8.045580243033708,14.076665092813307,15.637730843746462,2.338795658023702,5.059993825244439,26.120416563512595,9.876338768152609,1.000999355001376,5.464340412773179,20.720941009677198,2.326567852076931,1.4356710756114814,2.16830711429369
10.25,401.5002445987872,63.984043531713574,11.890862101288382,8.09677853777374,14.385771588677816,15.614503269828955,1.7574102896596513,4.304782128868602,29.126199592261543,12.029745741268545,0.9135860146539111,5.265597447683464,19.08214183517304,1.751176649705929,1.4685917424830355,1.2825537388282777
10.75,433.9944565938018,65.00951589755941,12.496881558255616,8.147655118646872,14.918322044167095,15.216047414060489,1.414180961466002,3.762882301111424,30.667991920821642,12.887817367664626,0.8428107362270882,5.090548658893696,16.912514801046484,1.5230997375093673,1.5338009987260046,0.8488162113498661
11.25,410.0222965495292,63.12485305255591,11.367335103946369,8.19821597514189,14.01524357763657,15.601772079329379,1.4493709774676207,3.959057456054813,30.848248354854736,12.811223677546707,0.8144772818584688,5.434142614712085,22.091949689128278,1.5841552302491682,1.386562044524526,0.9278035241460812
11.75,377.43161273272136,60.76779267158638,9.8243535264238,8.248466913174276,12.827904296099444,14.264831588162526,1.6598825134832673,4.013364010711059,28.837515329219784,11.838526824883125,0.7930640879751188,6.052834426586523,33.348701803883664,1.8514544923834304,1.1910520621392748,1.2704398371409504
12.25,345.7370668788988,58.42485564702658,8.178775603378085,8.298413562867898,11.651439311552991,12.633004004193529,1.8673545423819524,4.006417400262295,26.526295436437177,10.754749731076524,0.7722358517517404,6.990345959656904,56.24628753907137,2.2769368785285073,0.9855830323972831,1.710016392125944
12.75,331.66293038198995,57.206520962785156,7.071829274012766,8.348061385917632,10.940790564846443,11.316854337100297,1.953919839043461,3.887719884219583,24.82823351595617,9.90105229319977,0.7441250207241862,7.915950759405877,86.21690843272901,2.705297986058153,0.8471223374018614,1.993074403221327
13.25,336.9546608960879,57.27061791858426,6.735538934510789,8.397415682560208,10.764946580639352,10.755194554077802,1.9177747393072087,3.7483171786784086,24.27086912950911,9.441005582078457,0.7084189641073233,8.320488656059158,101.08275353001812,2.8804993170706936,0.8020966436732657,1.990902320617139
13.749999999999998,353.26006092337184,59.03245082356392,6.54463614678441,8.446481598178453,10.685284913476305,10.027707819426562,1.8544760752615985,3.5445479138218565,23.64437357066081,8.998567837368684,0.6938277975109406,8.82662390612404,114.9097601773894,3.1009109022332573,0.7748357787455323,1.9800084231107729
14.25,370.0038942493125,61.42309126784721,6.197128679591352,8.495264129562209,10.515413282531505,9.005312372614815,1.761200532421924,3.246508703932578,22.88370624688026,8.748700823003393,0.6943136972566363,9.699078409578698,142.4573441856787,3.3945859514770698,0.7294804005005919,1.968692420905458
14.75,388.4937764333136,65.08446592250867,5.524328144915868,8.543768130847504,10.174191630119566,7.480787388167344,1.6700936865329679,2.865136327339959,21.29335859270447,8.322739919702668,0.7213179727203713,11.52888195555466,215.53052811343585,4.123844090499092,0.6465915343570869,2.0637670892676825
15.249999999999998,464.2652769965975,73.39909418608124,6.413036288214867,8.591998319153966,10.721449041538428,7.320937852511767,1.5388985718743626,2.688254079653866,21.47761809088487,7.990780997953896,0.7478466749970578,11.199956032117045,157.1299306481959,4.067155592872031,0.746396362056824,1.866173947183314
15.75,588.4821174013815,85.00229314898182,7.791892339110163,8.639959279938978,11.634538348524504,7.282774136376139,1.5050518581583863,2.6654543487328253,20.856990084765137,6.649205699144889,0.7708868862283733,10.675224416096917,102.58790181085315,4.54788031779657,0.9018436414627634,1.8205540489686498
16.25,723.2916280871266,97.95669133997717,8.516522023631337,8.687655472085824,12.16579241071704,6.657534988667435,1.5380524503243171,2.6473003696443698,19.105220710214983,5.016477562758821,0.8094229321168587,11.255405567116524,91.54263503575918,6.188226888058624,0.9803015383144102,1.9938347009588575
16.75,904.7902725297847,112.89217525750286,9.585181207404881,8.735091232741755,12.968327479791277,6.2337237885976835,1.5191804911237068,2.5926545184758876,18.10653943263631,3.8902109182870497,0.8325890047127227,11.525315650142161,74.81155689354794,7.924236852213515,1.097318957754755,2.016390492127652
